,Venue,City,Country,Date,Year,Setlist,State
1173,unknown,Miami,USA,1989-10-25,1989,"['hell in a bucket', 'sugaree', 'just a little light', 'friend of the devil', 'stuck inside of mobile', 'cold rain and snow', 'picasso moon', 'deal', ""playin' in the band"", ""uncle john's band"", ""playin' reprise"", 'standing on the moon', ""truckin'"", 'drums', ""gimme some lovin'"", 'wharf rat', 'sugar magnolia', 'u.s. blues']",FL
1174,unknown,Miami,USA,1989-10-26,1989,"['foolish heart', 'little red rooster', 'stagger lee', 'me and my uncle', 'big river', 'brown eyed women', 'victim or the crime', ""don't ease me in"", 'estimated prophet', 'blow away', 'dark star', 'drums', 'the wheel', 'all along the watchtower', 'stella blue', 'not fade away', 'we bid you goodnight']",FL
1175,Oakland Coliseum,Oakland,USA,1989-12-06,1989,"['shakedown street', ""walkin' blues"", 'friend of the devil', 'queen jane approximately', 'jack-a-roe', 'just a little light', 'victim or the crime', ""don't ease me in"", 'scarlet begonias', 'sugar magnolia', 'ship of fools', 'terrapin station', 'jam', 'drums', 'the wheel', 'all along the watchtower', 'standing on the moon', 'sunshine daydream', 'black muddy river']",CA
1176,The Forum,Los Angeles,USA,1989-12-08,1989,"['let the good times roll', 'feel like a stranger', 'stagger lee', 'beat it on down the line', 'ramble on rose', 'cassidy', 'blow away', 'help on the way', 'slipknot!', ""franklin's tower"", 'looks like rain', ""he's gone"", 'drums', 'i will take you home', 'the other one', 'wharf rat', ""throwin' stones"", 'not fade away', 'u.s. blues']",CA
1177,The Forum,Los Angeles,USA,1989-12-09,1989,"['touch of grey', 'new minglewood blues', 'row jimmy', 'mexicali blues', 'cumberland blues', 'bird song', 'one more saturday night', 'foolish heart', ""playin' in the band"", 'crazy fingers', ""uncle john's band"", ""playin' reprise"", 'drums', 'dear mr. fantasy', 'hey jude reprise', 'turn on your love light', ""knockin' on heaven's door""]",CA
1178,The Forum,Los Angeles,USA,1989-12-10,1989,"['hell in a bucket', 'sugaree', ""we can run but we can't hide"", 'masterpiece', 'loser', 'victim or the crime', 'c.c. rider', ""i'm a man"", 'jack straw', 'china cat sunflower', 'i know you rider', 'man smart/woman smarter', 'drums', 'the wheel', 'i need a miracle', 'stella blue', ""good lovin'"", 'baby blue']",CA
1179,Oakland Coliseum,Oakland,USA,1989-12-27,1989,"['cold rain and snow', 'greatest story ever told', 'good time blues', 'althea', 'me and my uncle', 'big river', ""tom thumb's blues"", 'bird song', 'promised land', 'iko iko', ""playin' in the band"", 'crazy fingers', ""uncle john's band"", 'drums', 'the wheel', 'i need a miracle', 'morning dew', 'johnny b. goode', 'black muddy river']",CA
1180,Oakland Coliseum,Oakland,USA,1989-12-28,1989,"['let the good times roll', 'feel like a stranger', 'dire wolf', 'little red rooster', 'ramble on rose', 'queen jane approximately', 'just a little light', 'let it grow', 'foolish heart', 'looks like rain', 'eyes of the world', 'drums', ""gimme some lovin'"", 'all along the watchtower', 'stella blue', 'turn on your love light', 'u.s. blues']",CA
1181,Oakland Coliseum,Oakland,USA,1989-12-30,1989,"['bertha', ""good lovin'"", 'sugaree', ""walkin' blues"", 'jack-a-roe', 'masterpiece', 'west l.a. fadeaway', 'music never stopped', 'jack straw', 'china cat sunflower', 'i know you rider', 'estimated prophet', 'terrapin station', 'drums', 'i will take you home', 'the other one', 'standing on the moon', 'one more saturday night', 'baby blue']",CA
1182,Oakland Coliseum,Oakland,USA,1989-12-31,1989,"['sugar magnolia', 'touch of grey', 'man smart/woman smarter', 'big boss man', 'stuck inside of mobile', 'shakedown street', 'iko iko', 'victim or the crime', 'dark star', 'drums', 'dear mr. fantasy', 'hey jude reprise', ""goin' down the road feelin' bad"", ""throwin' stones"", 'not fade away', 'brokedown palace', 'sunshine daydream', 'midnight hour']",CA
1183,Oakland Arena,Oakland,USA,1990-02-25,1990,"['touch of grey', 'greatest story ever told', 'jack-a-roe', 'little red rooster', 'stagger lee', 'queen jane approximately', 'this could be the last time', 'cassidy', 'deal', 'china cat sunflower', 'i know you rider', 'just a little light', 'estimated prophet', 'eyes of the world', 'drums', 'the wheel', ""gimme some lovin'"", 'wharf rat', 'sugar magnolia', ""knockin' on heaven's door""]",CA
1184,Oakland Arena,Oakland,USA,1990-02-26,1990,"['hell in a bucket', 'peggy-o', ""walkin' blues"", 'ramble on rose', ""tom thumb's blues"", 'music never stopped', ""don't ease me in"", 'scarlet begonias', 'fire on the mountain', ""playin' in the band"", 'terrapin station', 'drums', 'i need a miracle', 'stella blue', 'turn on your love light', 'baby blue']",CA
1185,Oakland Arena,Oakland,USA,1990-02-27,1990,"['let the good times roll', 'feel like a stranger', 'sugaree', 'victim or the crime', 'mississippi half-step', 'masterpiece', 'bird song', 'iko iko', 'man smart/woman smarter', 'standing on the moon', ""truckin'"", 'spoonful', 'drums', 'the other one', 'morning dew', ""throwin' stones"", 'not fade away', 'we bid you goodnight']",CA
1186,Capitol Centre,Landover,USA,1990-03-14,1990,"['cold rain and snow', 'feel like a stranger', 'good time blues', 'mama tried', 'big river', 'loose lucy', 'stuck inside of mobile', 'row jimmy', 'let it grow', 'crazy fingers', ""playin' in the band"", ""uncle john's band"", 'jam', 'drums', 'dear mr. fantasy', 'i need a miracle', 'black peter', 'turn on your love light', 'black muddy river']",MD
1187,Capitol Centre,Landover,USA,1990-03-15,1990,"['jack straw', 'sugaree', 'easy to love you', ""walkin' blues"", 'althea', ""tom thumb's blues"", 'tennessee jed', 'cassidy', ""don't ease me in"", 'china cat sunflower', 'i know you rider', 'samson and delilah', 'terrapin station', 'drums', 'i will take you home', 'wharf rat', ""throwin' stones"", 'not fade away', 'revolution']",MD
1188,Capitol Centre,Landover,USA,1990-03-16,1990,"['let the good times roll', 'touch of grey', 'new minglewood blues', 'peggy-o', 'queen jane approximately', 'loser', 'black-throated wind', 'bird song', 'blow away', 'scarlet begonias', 'estimated prophet', 'ship of fools', 'man smart/woman smarter', 'drums', 'the other one', 'stella blue', 'sugar magnolia', 'this could be the last time']",MD
1189,Hartford Civic Center,Hartford,USA,1990-03-18,1990,"['shakedown street', 'little red rooster', 'stagger lee', 'me and my uncle', 'mexicali blues', 'friend of the devil', 'just a little light', 'masterpiece', 'ramble on rose', 'music never stopped', 'iko iko', 'looks like rain', ""he's gone"", ""truckin'"", 'spoonful', 'drums', 'the wheel', 'all along the watchtower', 'morning dew', 'u.s. blues']",CT
1190,Hartford Civic Center,Hartford,USA,1990-03-19,1990,"['hell in a bucket', 'bertha', ""we can run but we can't hide"", 'jack-a-roe', 'picasso moon', 'brown eyed women', ""it's all over now"", 'deal', 'box of rain', 'foolish heart', ""playin' in the band"", 'jam', 'eyes of the world', 'drums', 'china doll', ""gimme some lovin'"", ""goin' down the road feelin' bad"", 'around and around', 'brokedown palace']",CT
1191,Copps Coliseum,Hamilton,Canada,1990-03-21,1990,"['mississippi half-step', 'new minglewood blues', 'far from me', 'queen jane approximately', 'loose lucy', 'victim or the crime', 'standing on the moon', 'promised land', 'hey pocky way', 'crazy fingers', 'cumberland blues', 'estimated prophet', ""he's gone"", 'drums', 'i need a miracle', 'wharf rat', ""throwin' stones"", 'turn on your love light', ""knockin' on heaven's door""]",N/A
1192,Copps Coliseum,Hamilton,Canada,1990-03-22,1990,"['feel like a stranger', 'west l.a. fadeaway', 'easy to love you', 'beat it on down the line', 'it must have been the roses', 'this could be the last time', 'picasso moon', ""don't ease me in"", 'scarlet begonias', 'fire on the mountain', 'samson and delilah', 'believe it or not', ""truckin'"", 'drums', 'the other one', 'hey jude reprise', 'dear mr. fantasy', 'hey jude reprise', 'sugar magnolia', 'baby blue']",N/A
1193,Knickerbocker Arena,Albany,USA,1990-03-24,1990,"['good time blues', 'help on the way', 'slipknot!', ""franklin's tower"", ""walkin' blues"", 'loser', 'desolation row', 'tennessee jed', 'one more saturday night', ""playin' in the band"", ""uncle john's band"", 'terrapin station', 'drums', 'the wheel', 'all along the watchtower', 'stella blue', 'not fade away', 'we bid you goodnight']",NY
1194,Knickerbocker Arena,Albany,USA,1990-03-25,1990,"['greatest story ever told', 'touch of grey', 'wang dang doodle', 'good time blues', 'jack-a-roe', 'masterpiece', 'bird song', 'let it grow', 'eyes of the world', 'samson and delilah', 'crazy fingers', ""truckin'"", 'spoonful', 'drums', 'i will take you home', ""goin' down the road feelin' bad"", 'black peter', 'around and around', 'quinn the eskimo']",NY
1195,Knickerbocker Arena,Albany,USA,1990-03-26,1990,"['hell in a bucket', ""dupree's diamond blues"", 'just a little light', 'black-throated wind', 'big railroad blues', 'picasso moon', 'row jimmy', 'blow away', 'built to last', 'victim or the crime', 'china cat sunflower', 'i know you rider', 'man smart/woman smarter', 'drums', 'i need a miracle', 'dear mr. fantasy', ""gimme some lovin'"", 'morning dew', 'brokedown palace']",NY
1196,Nassau Coliseum,Uniondale,USA,1990-03-28,1990,"['cold rain and snow', 'new minglewood blues', 'easy to love you', 'high time', 'queen jane approximately', 'loose lucy', 'cassidy', 'deal', 'foolish heart', 'looks like rain', 'cumberland blues', 'the weight', 'hey pocky way', 'drums', 'the other one', 'wharf rat', ""good lovin'"", 'revolution']",NY
1197,Nassau Coliseum,Uniondale,USA,1990-03-29,1990,"['jack straw', 'bertha', ""we can run but we can't hide"", 'ramble on rose', 'masterpiece', 'bird song', 'promised land', 'eyes of the world', 'estimated prophet', 'dark star', 'drums', 'dark star', 'the wheel', ""throwin' stones"", 'turn on your love light', ""knockin' on heaven's door""]",NY
1198,Nassau Coliseum,Uniondale,USA,1990-03-30,1990,"['help on the way', 'slipknot!', ""franklin's tower"", 'little red rooster', 'dire wolf', ""it's all over now"", ""tom thumb's blues"", 'picasso moon', ""don't ease me in"", 'iko iko', ""playin' in the band"", 'china doll', ""uncle john's band"", 'terrapin station', 'drums', 'i need a miracle', ""gimme some lovin'"", 'standing on the moon', 'not fade away', 'attics of my life']",NY
1199,The Omni,Atlanta,USA,1990-04-01,1990,"['touch of grey', ""walkin' blues"", 'just a little light', 'candyman', 'me and my uncle', 'big river', 'althea', 'victim or the crime', 'to lay me down', 'music never stopped', 'china cat sunflower', 'i know you rider', 'ship of fools', 'man smart/woman smarter', 'drums', 'dear mr. fantasy', 'hey jude reprise', ""truckin'"", 'stella blue', 'sugar magnolia', 'baby blue']",GA
1200,The Omni,Atlanta,USA,1990-04-02,1990,"['feel like a stranger', 'mississippi half-step', 'the weight', 'queen jane approximately', 'easy to love you', 'brown eyed women', 'let it grow', 'foolish heart', 'looks like rain', ""he's gone"", 'this could be the last time', 'drums', 'the other one', ""death don't have no mercy"", 'around and around', ""good lovin'"", 'black muddy river']",GA
1201,The Omni,Atlanta,USA,1990-04-03,1990,"['shakedown street', 'hell in a bucket', 'sugaree', ""we can run but we can't hide"", 'masterpiece', 'row jimmy', 'picasso moon', 'tennessee jed', 'promised land', 'estimated prophet', 'scarlet begonias', 'crazy fingers', ""playin' in the band"", 'drums', 'i will take you home', ""goin' down the road feelin' bad"", ""throwin' stones"", 'not fade away', 'we bid you goodnight']",GA
1202,Cal State Dominguez Hills,Carson,USA,1990-05-05,1990,"['good time blues', 'the race is on', 'help on the way', 'slipknot!', ""franklin's tower"", 'queen jane approximately', 'loser', 'me and my uncle', 'mexicali blues', 'loose lucy', 'one more saturday night', ""truckin'"", 'crazy fingers', ""playin' in the band"", ""uncle john's band"", 'drums', 'i need a miracle', 'dear mr. fantasy', ""goin' down the road feelin' bad"", 'around and around', 'touch of grey']",CA
1203,Cal State Dominguez Hills,Carson,USA,1990-05-06,1990,"['mississippi half-step', 'feel like a stranger', 'easy to love you', 'west l.a. fadeaway', 'masterpiece', 'candyman', 'victim or the crime', 'foolish heart', 'iko iko', 'samson and delilah', 'the weight', 'blow away', 'terrapin station', 'drums', 'the other one', 'standing on the moon', ""throwin' stones"", 'turn on your love light', 'this could be the last time']",CA
1204,Cal Expo,Sacramento,USA,1990-06-08,1990,"['cold rain and snow', ""walkin' blues"", 'easy to love you', 'jack-a-roe', 'queen jane approximately', 'high time', ""it's all over now"", 'bird song', ""uncle john's band"", 'china cat sunflower', 'i know you rider', 'estimated prophet', 'foolish heart', 'drums', 'the wheel', 'i need a miracle', 'black peter', 'sugar magnolia', 'u.s. blues']",CA
1205,Cal Expo,Sacramento,USA,1990-06-09,1990,"['let the good times roll', 'feel like a stranger', 'peggy-o', 'me and my uncle', 'mexicali blues', 'loser', 'masterpiece', 'loose lucy', 'cassidy', ""don't ease me in"", 'victim or the crime', 'touch of grey', 'looks like rain', 'terrapin station', 'drums', 'dear mr. fantasy', 'hey jude reprise', 'all along the watchtower', 'stella blue', 'turn on your love light', 'black muddy river']",CA
1206,Cal Expo,Sacramento,USA,1990-06-10,1990,"['bertha', 'jack straw', 'dire wolf', 'wang dang doodle', 'row jimmy', 'picasso moon', 'tennessee jed', 'promised land', 'box of rain', 'eyes of the world', ""playin' in the band"", 'crazy fingers', 'drums', ""gimme some lovin'"", 'standing on the moon', ""throwin' stones"", 'not fade away', 'this could be the last time']",CA
1207,Shoreline Amphitheater,Mountain View,USA,1990-06-15,1990,"['help on the way', 'slipknot!', ""franklin's tower"", 'new minglewood blues', 'just a little light', 'stagger lee', 'desolation row', 'ramble on rose', 'hell in a bucket', 'scarlet begonias', 'fire on the mountain', 'blow away', 'man smart/woman smarter', ""he's gone"", 'drums', 'the other one', 'wharf rat', 'around and around', ""knockin' on heaven's door""]",CA
1208,Shoreline Amphitheater,Mountain View,USA,1990-06-16,1990,"['let the good times roll', ""truckin'"", 'touch of grey', 'mama tried', 'big river', 'friend of the devil', 'cassidy', 'big boss man', 'one more saturday night', 'china cat sunflower', 'i know you rider', ""we can run but we can't hide"", 'estimated prophet', 'terrapin station', 'drums', 'china doll', 'sugar magnolia', 'baby blue']",CA
1209,Shoreline Amphitheater,Mountain View,USA,1990-06-17,1990,"['shakedown street', 'little red rooster', 'jack-a-roe', 'easy to love you', 'queen jane approximately', 'bird song', 'promised land', 'iko iko', 'picasso moon', 'ship of fools', ""playin' in the band"", 'eyes of the world', 'drums', 'i will take you home', 'i need a miracle', 'stella blue', ""throwin' stones"", 'turn on your love light', 'the weight']",CA
1210,Autzen Stadium,Eugene,USA,1990-06-23,1990,"['comments: teddy bear picnic before stranger', 'feel like a stranger', 'west l.a. fadeaway', 'me and my uncle', 'cumberland blues', 'far from me', 'they love each other', 'cassidy', 'tennessee jed', 'promised land', 'eyes of the world', 'looks like rain', 'crazy fingers', ""playin' in the band"", ""uncle john's band"", ""playin' reprise"", 'drums', 'the wheel', 'i need a miracle', 'morning dew', 'one more saturday night']",OR
1211,Autzen Stadium,Eugene,USA,1990-06-24,1990,"['help on the way', 'slipknot!', ""franklin's tower"", 'masterpiece', 'loose lucy', 'just a little light', 'picasso moon', 'candyman', 'let it grow', 'foolish heart', 'man smart/woman smarter', 'standing on the moon', 'box of rain', 'estimated prophet', ""he's gone"", 'drums', 'the other one', 'wharf rat', 'sugar magnolia', 'brokedown palace']",OR
